"Libellé Sortie";"Code Enquète";"Observateurs";"Num Enquéte";"Heure Début";"Enquete Hors Panier";"Panier Complet";"Pecheur Sensibilisé";"Pecheur enqueté";"Constitution Groupe";"Nb adultes";"Nb enfants";"Nb tous petits";"Nb pecheurs groupe";"Nb Pecheurs Sensibilises";"Nb Reglettes";"Nb Depliants";"Observations";"Annuaire de marée";"Etat Sanitaire";"Source d'information";"Equipé Téléphone portable";"Connaissance Numéro Secours";"Numéro Secours";"Critéres choix site"
"Le Portel_06/08/2016_HB_487";;"HB";"487.0";"10:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";7;3;;10;;3;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_488";;"HB";"488.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";5;0;;5;;;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_489";;"HB";"489.0";"11:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";5;1;;6;;;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_490";;"HB";"490.0";"09:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;3;;7;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_491";;"HB";"491.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_492";;"HB";"492.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_493";;"HB";"493.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Le Portel_06/08/2016_HB_494";;"HB";"494.0";"10:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;4;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_06/08/2016_HB_495";;"HB";"495.0";"10:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;4;;;"Oui";"NC";"";;;;""
"Le Portel_09/09/2014_AM_151";;"AM";"151.0";"08:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_09/09/2014_AM_152";;"AM";"152.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Qualité gisement | Recommandation"
"Le Portel_09/09/2014_AM_153";;"AM";"153.0";"07:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"NC";"";;;;"Proximité"
"Le Portel_09/09/2014_AM_154";;"AM";"154.0";"07:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"NC";"";;;;"Proximité"
"Le Portel_09/09/2014_AM_155";;"AM";"155.0";"07:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"NC";"";;;;"Proximité"
"Le Portel_09/09/2014_AM_156";;"AM";"156.0";"07:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_09/09/2014_AM_157";;"AM";"157.0";"08:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Le Portel_09/09/2014_AM_158";;"AM";"158.0";"08:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_09/09/2014_AM_159";;"AM";"159.0";"08:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_09/09/2014_AM_160";;"AM";"160.0";"08:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_09/09/2014_AM_161";;"AM";"161.0";"08:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_09/09/2014_AM_162";;"AM";"162.0";"08:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Qualité gisement"
"Le Portel_09/09/2014_AM_163";;"AM";"163.0";"08:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Qualité gisement"
"Le Portel_09/09/2014_AM_164";;"AM";"164.0";"08:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_09/09/2014_AM_165";;"AM";"165.0";"08:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_09/09/2014_AM_166";;"AM";"166.0";"08:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_138";;"AM";"138.0";"19:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_12/07/2014_AM_139";;"AM";"139.0";"19:26";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_140";;"AM";"140.0";"19:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_141";;"AM";"141.0";"19:07";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Non";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_142";;"AM";"142.0";"19:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Autre critère"
"Le Portel_12/07/2014_AM_143";;"AM";"143.0";"19:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"NC";"";;;;"Proximité"
"Le Portel_12/07/2014_AM_144";;"AM";"144.0";"19:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";7;0;;7;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_145";;"AM";"145.0";"19:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_12/07/2014_AM_146";;"AM";"146.0";"20:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_12/07/2014_AM_147";;"AM";"147.0";"20:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_148";;"AM";"148.0";"20:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/07/2014_AM_149";;"AM";"149.0";"20:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;2;;6;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Le Portel_12/07/2014_AM_150";;"AM";"150.0";"20:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/08/2014_AM_10";;"AM";"10.0";"10:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"NC";"";;;;"Qualité gisement | Proximité"
"Le Portel_12/08/2014_AM_11";;"AM";"11.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_12/08/2014_AM_12";;"AM";"12.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_12/08/2014_AM_13";;"AM";"13.0";"09:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/08/2014_AM_14";;"AM";"14.0";"09:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/08/2014_AM_26";;"AM";"26.0";"09:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Le Portel_12/08/2014_AM_27";;"AM";"27.0";"09:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Qualité gisement"
"Le Portel_12/08/2014_AM_28";;"AM";"28.0";"09:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/08/2014_AM_29";;"AM";"29.0";"09:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_12/08/2014_AM_30";;"AM";"30.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Fidélité"
"Le Portel_12/08/2014_AM_31";;"AM";"31.0";"08:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Portel_12/08/2014_AM_32";;"AM";"32.0";"08:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Improvisé ou par hasard (non choix)"
"Le Portel_12/08/2014_AM_33";;"AM";"33.0";"09:42";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Le Portel_12/08/2014_AM_34";;"AM";"34.0";"09:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Le Portel_12/08/2014_AM_35";;"AM";"35.0";"09:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/08/2014_AM_36";;"AM";"36.0";"08:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Qualité gisement | Proximité"
"Le Portel_12/08/2014_AM_37";;"AM";"37.0";"08:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Le Portel_12/08/2014_AM_38";;"AM";"38.0";"08:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Culture locale / habitude";;;;"Qualité gisement | Proximité"
"Le Portel_12/08/2014_AM_39";;"AM";"39.0";"08:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Le Portel_12/08/2014_AM_40";;"AM";"40.0";"08:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_12/08/2014_AM_41";;"AM";"41.0";"08:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_12/08/2014_AM_42";;"AM";"42.0";"08:11";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Portel_19/08/2016_MLI_475";;"MLI";"475.0";"20:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/08/2016_MLI_476";;"MLI";"476.0";"20:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;5;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/08/2016_MLI_477";;"MLI";"477.0";"20:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/09/2016_MLI_454";;"MLI";"454.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;0;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/09/2016_MLI_455";;"MLI";"455.0";"09:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/09/2016_MLI_456";;"MLI";"456.0";"09:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/09/2016_MLI_457";;"MLI";"457.0";"09:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_19/09/2016_MLI_458";;"MLI";"458.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_459";;"AM";"459.0";"10:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_460";;"AM";"460.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_461";;"AM";"461.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_462";;"AM";"462.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_463";;"AM";"463.0";"10:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_464";;"AM";"464.0";"10:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_465";;"AM";"465.0";"11:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_466";;"AM";"466.0";"10:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;2;;;"Oui";"Oui";"";;;;""
"Le Portel_23/08/2016_AM_467";;"AM";"467.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_AM_468";;"AM";"468.0";"11:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_HB_469";;"HB";"469.0";"10:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_HB_470";;"HB";"470.0";"11:27";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;3;;5;;4;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_HB_471";;"HB";"471.0";"11:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"NC";"";;;;""
"Le Portel_23/08/2016_HB_472";;"HB";"472.0";"11:13";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;0;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_23/08/2016_HB_473";;"HB";"473.0";"10:28";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;3;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;""
"Le Portel_23/08/2016_HB_474";;"HB";"474.0";"10:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_26/07/2016_HB_485";;"HB";"485.0";"11:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_26/07/2016_HB_496";;"HB";"496.0";"12:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_26/07/2016_MLI_497";;"MLI";"497.0";"12:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";5;3;;8;;7;;;"Oui";"Non";"Aucune";;;;""
"Le Portel_26/07/2016_MLI_498";;"MLI";"498.0";"12:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;1;;;"Oui";"Oui";"Internet / Applications mobiles";;;;""
"Le Touquet_01/08/2015_AM_301";;"AM";"301.0";"20:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";8;0;;8;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Le Touquet_01/08/2015_AM_302";;"AM";"302.0";"19:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";6;3;;9;;;;;"Oui";"Non";"Aucune";;;;"Autre activité ou opportunisme"
"Le Touquet_01/08/2015_AM_303";;"AM";"303.0";"19:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;3;;5;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_01/08/2015_AM_304";;"AM";"304.0";"19:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Non renseigné";"NC";"";;;;""
"Le Touquet_01/08/2015_AM_305";;"AM";"305.0";"19:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";6;4;;10;;;;;"Oui";"NC";"";;;;""
"Le Touquet_01/08/2015_AM_306";;"AM";"306.0";"20:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";7;0;;7;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_01/08/2015_AM_307";;"AM";"307.0";"20:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_01/08/2015_AM_308";;"AM";"308.0";"19:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_06/07/2016_MLI_519";;"MLI";"519.0";"08:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_06/07/2016_MLI_520";;"MLI";"520.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_06/07/2016_MLI_521";;"MLI";"521.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_08/09/2014_AM_309";;"AM";"309.0";"18:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_08/09/2014_AM_310";;"AM";"310.0";"18:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_08/09/2014_AM_313";;"AM";"313.0";"18:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Touquet_08/09/2014_AM_314";;"AM";"314.0";"19:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_09/08/2014_AM_311";;"AM";"311.0";"18:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_09/08/2014_AM_312";;"AM";"312.0";"17:53";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/08/2014_AM_1";;"AM";"1.0";"20:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/08/2014_AM_2";;"AM";"2.0";"20:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/08/2014_AM_3";;"AM";"3.0";"19:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";10;0;;10;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/08/2014_AM_4";;"AM";"4.0";"19:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Non";"Non";"Aucune";;;;"Autre activité ou opportunisme"
"Le Touquet_11/08/2014_AM_6";;"AM";"6.0";"19:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Le Touquet_11/08/2014_AM_7";;"AM";"7.0";"19:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/08/2014_AM_8";;"AM";"8.0";"19:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;"Proximité"
"Le Touquet_11/08/2014_AM_9";;"AM";"9.0";"18:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"NC";"";;;;"Qualité gisement"
"Le Touquet_11/09/2014_AM_316";;"AM";"316.0";"09:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_11/09/2014_AM_317";;"AM";"317.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/09/2014_AM_318";;"AM";"318.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Le Touquet_11/09/2014_AM_319";;"AM";"319.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Le Touquet_11/09/2014_AM_320";;"AM";"320.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/09/2014_AM_321";;"AM";"321.0";"09:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_11/09/2014_AM_322";;"AM";"322.0";"09:33";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_19/08/2016_HB_507";;"HB";"507.0";"20:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"NC";"";;;;""
"Le Touquet_19/08/2016_HB_508";;"HB";"508.0";"09:37";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_19/08/2016_HB_509";;"HB";"509.0";"09:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Le Touquet_19/08/2016_HB_510";;"HB";"510.0";"08:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;3;;6;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_19/08/2016_HB_511";;"HB";"511.0";"08:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;2;;5;;4;;;"Oui";"Non";"Aucune";;;;""
