"Libellé Sortie";"Code Enquète";"Observateurs";"Num Enquéte";"Heure Début";"Enquete Hors Panier";"Panier Complet";"Pecheur Sensibilisé";"Pecheur enqueté";"Constitution Groupe";"Nb adultes";"Nb enfants";"Nb tous petits";"Nb pecheurs groupe";"Nb Pecheurs Sensibilises";"Nb Reglettes";"Nb Depliants";"Observations";"Annuaire de marée";"Etat Sanitaire";"Source d'information";"Equipé Téléphone portable";"Connaissance Numéro Secours";"Numéro Secours";"Critéres choix site"
"Le Touquet_19/08/2016_HB_512";;"HB";"512.0";"08:13";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_19/08/2016_HB_513";;"HB";"513.0";"08:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_19/08/2016_HB_514";;"HB";"514.0";"08:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"NC";"";;;;""
"Le Touquet_19/08/2016_MR_506";;"MR";"506.0";"20:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;0;;;"Oui";"NC";"";;;;""
"Le Touquet_23/06/2016_MLI_516";;"MLI";"516.0";"09:28";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_23/06/2016_MLI_517";;"MLI";"517.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_23/06/2016_MLI_518";;"MLI";"518.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;0;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_24/07/2016_MLI_515";;"MLI";"515.0";"11:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;1;;;"Non";"Non";"Aucune";;;;""
"Le Touquet_24/07/2016_MLI_522";;"MLI";"522.0";"10:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;3;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_25/07/2016_MLI_523";;"MLI";"523.0";"10:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_26/07/2016_MLI_524";;"MLI";"524.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;5;;9;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_27/07/2016_MLI_525";;"MLI";"525.0";"11:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Le Touquet_28/05/2014_AM_315";;"AM";"315.0";;"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;;;;"Oui";"Non";"Aucune";;;;"Accessibilité (parkings …)"
"Le Touquet_28/08/2015_FB_266";;"FB";"266.0";"17:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_28/08/2015_FB_267";;"FB";"267.0";"17:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";5;2;;7;;;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Le Touquet_28/08/2015_FB_268";;"FB";"268.0";"16:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;;;;"Oui";"Oui";"Panneau d'information/affichage";;;;"Proximité"
"Le Touquet_28/08/2015_FB_269";;"FB";"269.0";"18:08";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_28/08/2015_FB_270";;"FB";"270.0";"16:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_29/08/2015_FB_265";;"FB";"265.0";"20:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;;;;"Oui";"Oui";"Professionnels du tourisme";;;;"Proximité"
"Le Touquet_29/08/2015_LDC_271";;"LDC";"271.0";"20:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Le Touquet_30/08/2015_FB_272";;"FB";"272.0";"19:56";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Oui";"Bouche à oreille (autres pêcheurs, entourage, magasins, structures professionnelles …)";;;;"Qualité gisement"
"Wimereux_01/09/2016_HB_406";;"HB";"406.0";"19:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Wimereux_01/09/2016_HB_407";;"HB";"407.0";"19:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_01/09/2016_HB_408";;"HB";"408.0";"19:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_01/09/2016_HB_409";;"HB";"409.0";"19:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_01/09/2016_MLI_410";;"MLI";"410.0";"20:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";5;0;;5;;5;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_01/09/2016_MLI_411";;"MLI";"411.0";"19:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_01/09/2016_MLI_412";;"MLI";"412.0";"19:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;1;;;"Oui";"Oui";"Capitainerie / Club Nautique / Préfecture / Affaires maritimes / Mairies ";;;;""
"Wimereux_01/09/2016_MLI_413";;"MLI";"413.0";"19:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_HB_440";;"HB";"440.0";"09:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_HB_441";;"HB";"441.0";"08:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_HB_442";;"HB";"442.0";"08:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_HB_443";;"HB";"443.0";"08:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_HB_444";;"HB";"444.0";"08:13";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_HB_445";;"HB";"445.0";"09:16";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_446";;"MLI";"446.0";"08:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_447";;"MLI";"447.0";"08:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_448";;"MLI";"448.0";"08:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_449";;"MLI";"449.0";"08:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;1;;;"Oui";"Oui";"Internet / Applications mobiles";;;;""
"Wimereux_04/08/2016_MLI_450";;"MLI";"450.0";"09:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_451";;"MLI";"451.0";"09:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_452";;"MLI";"452.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_04/08/2016_MLI_453";;"MLI";"453.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;2;;;"Oui";"Oui";"";;;;""
"Wimereux_06/07/2015_FB_221";;"FB";"221.0";"11:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_06/07/2015_FB_222";;"FB";"222.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"";;;;"Proximité | Fidélité"
"Wimereux_06/07/2015_LDC_216";;"LDC";"216.0";"11:03";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Oui";"";;;;"Qualité gisement | Fidélité"
"Wimereux_06/07/2015_LDC_217";;"LDC";"217.0";"11:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_06/07/2015_LDC_218";;"LDC";"218.0";"10:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Wimereux_06/07/2015_LDC_219";;"LDC";"219.0";"10:56";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Wimereux_06/07/2015_LDC_220";;"LDC";"220.0";"10:56";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_08/08/2014_AM_223";;"AM";"223.0";"17:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_08/08/2014_AM_224";;"AM";"224.0";"17:41";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_08/08/2014_AM_225";;"AM";"225.0";"17:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Wimereux_08/08/2014_AM_226";;"AM";"226.0";"16:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;;;;"Oui";"Oui";"";;;;"Fidélité"
"Wimereux_08/08/2014_AM_227";;"AM";"227.0";"16:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_08/08/2014_AM_228";;"AM";"228.0";"16:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_08/08/2014_AM_229";;"AM";"229.0";"17:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;2;;6;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Wimereux_08/08/2014_AM_230";;"AM";"230.0";"17:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_08/08/2014_AM_231";;"AM";"231.0";"17:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;2;;5;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Wimereux_08/08/2014_AM_232";;"AM";"232.0";"17:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;3;;4;;;;;"Non";"Non";"Aucune";;;;""
"Wimereux_08/08/2014_AM_233";;"AM";"233.0";"18:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_08/08/2014_AM_234";;"AM";"234.0";"18:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_08/08/2014_AM_235";;"AM";"235.0";"17:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_08/08/2014_AM_236";;"AM";"236.0";"17:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";5;0;;5;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_08/08/2014_AM_237";;"AM";"237.0";"17:56";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_15/04/2015_AM_299";;"AM";"299.0";"16:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_15/04/2015_AM_300";;"AM";"300.0";"16:15";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_15/04/2015_FB_296";;"FB";"296.0";"16:37";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement | Proximité"
"Wimereux_15/04/2015_FB_297";;"FB";"297.0";"16:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Internet / Applications mobiles";;;;"Proximité"
"Wimereux_15/04/2015_LDC_298";;"LDC";"298.0";"16:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Wimereux_15/05/2015_FB_284";;"FB";"284.0";"17:48";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Wimereux_15/05/2015_FB_285";;"FB";"285.0";"18:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_15/05/2015_FB_286";;"FB";"286.0";"18:11";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Qualité gisement"
"Wimereux_15/05/2015_FB_287";;"FB";"287.0";"18:18";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité | Fidélité"
"Wimereux_15/05/2015_FB_288";;"FB";"288.0";"17:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;2;;3;;;;;"Oui";"Non";"Annuaire des marées";;;;"Proximité | Fidélité"
"Wimereux_15/05/2015_FB_289";;"FB";"289.0";"17:05";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";;;;;;1;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_15/05/2015_FB_290";;"FB";"290.0";"15:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Médias (journaux, radios, tv)";;;;"Proximité"
"Wimereux_15/05/2015_FB_291";;"FB";"291.0";"17:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Annuaire des marées";;;;"Proximité | Fidélité"
"Wimereux_19/08/2015_AM_279";;"AM";"279.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Oui";"Internet / Applications mobiles";;;;""
"Wimereux_19/08/2015_AM_280";;"AM";"280.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_19/08/2015_AM_281";;"AM";"281.0";"10:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Culture locale / habitude";;;;""
"Wimereux_19/08/2015_AM_282";;"AM";"282.0";"09:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;2;;4;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_19/08/2015_AM_283";;"AM";"283.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";;;;;;;;;;"Non renseigné";"NC";"";;;;""
"Wimereux_19/09/2016_HB_401";;"HB";"401.0";"10:16";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;0;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_19/09/2016_HB_402";;"HB";"402.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_19/09/2016_HB_403";;"HB";"403.0";"09:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_19/09/2016_HB_404";;"HB";"404.0";"09:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_19/09/2016_HB_405";;"HB";"405.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";1;1;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_20/04/2015_LDC_292";;"LDC";"292.0";"09:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Wimereux_20/04/2015_LDC_293";;"LDC";"293.0";"09:18";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Fidélité"
"Wimereux_20/04/2015_LDC_294";;"LDC";"294.0";"09:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_20/04/2015_LDC_295";;"LDC";"295.0";"09:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Recommandation"
"Wimereux_21/08/2016_HB_426";;"HB";"426.0";"10:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_HB_427";;"HB";"427.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_HB_428";;"HB";"428.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;1;;5;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_HB_429";;"HB";"429.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_HB_430";;"HB";"430.0";"09:37";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_HB_431";;"HB";"431.0";"09:25";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_HB_432";;"HB";"432.0";"09:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_433";;"MLI";"433.0";"09:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_434";;"MLI";"434.0";"09:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;0;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_435";;"MLI";"435.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_436";;"MLI";"436.0";"10:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;4;;7;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_437";;"MLI";"437.0";"10:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;0;;3;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_438";;"MLI";"438.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_21/08/2016_MLI_439";;"MLI";"439.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/04/2015_LDC_238";;"LDC";"238.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Oui";"";;;;"Fidélité"
"Wimereux_22/04/2015_LDC_239";;"LDC";"239.0";"10:35";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;1;;3;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_22/08/2016_MR_414";;"MR";"414.0";"11:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";;;;;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_415";;"MR";"415.0";"09:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_416";;"MR";"416.0";"10:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_417";;"MR";"417.0";"10:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_418";;"MR";"418.0";"10:30";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";3;1;;4;;4;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_419";;"MR";"419.0";"10:40";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";3;0;;3;;3;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_420";;"MR";"420.0";"10:45";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";4;0;;4;;4;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_421";;"MR";"421.0";"10:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En couple";2;0;;2;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_422";;"MR";"422.0";"10:55";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";4;0;;4;;2;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_423";;"MR";"423.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";;;;;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_424";;"MR";"424.0";"11:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En famille";0;0;;13;;;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_22/08/2016_MR_425";;"MR";"425.0";"09:50";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;1;;;"Oui";"Non";"Aucune";;;;""
"Wimereux_23/06/2015_FB_215";;"FB";"215.0";"11:10";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Médias (journaux, radios, tv)";;;;"Proximité"
"Wimereux_23/06/2015_LDC_212";;"LDC";"212.0";"11:00";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"En groupe d'amis";2;0;;2;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
"Wimereux_23/06/2015_LDC_213";;"LDC";"213.0";"11:20";"Non renseigné";"Non renseigné";"Non renseigné";"Non renseigné";"Pêcheur seul";1;0;;1;;;;;"Oui";"Non";"Aucune";;;;"Proximité"
